😀	faccina, faccina che sogghigna, faccina con un gran sorriso, risata, sogghignare
📡	antenna parabolica, antenna satellitare, antenne paraboliche, antenne satellitari, satellite
💉	ago, dottore, iniezione, medicina, siringa
🩸	ciclo mestruale, donare il sangue, donazione di sangue, goccia di sangue, medicina, medicinale, mestruazioni
💊	dottore, medicina, pillola
🩹	cerotto, cerotto adesivo
🩺	cardiologo, dottore, fonendoscopio, medico, stetoscopio
🚪	porta
🛏️	dormire, hotel, letto
🛋️	divano, divano e lampada, relax, salotto
🪑	mettersi seduti, sedersi, sedia
🚽	toilette, water
🚿	doccia, fare la doccia, lavarsi
🛁	vasca, vasca da bagno
🪒	farsi la barba, lama da barba, lama da barbiere, radersi, rasoio, rasoio da barbiere
🧴	crema idratante, crema solare, flacone, lozione, shampoo
🧷	pannolone, punk rock, spilla da balia
🧹	pulire, scopa, scopare, spazzare, strega
🧺	bucato, cesto, orto, picnic
🧻	carta igienica, fazzoletti di carta, rotolo, rotolo di carta igienica
🧼	bagno, sapone, saponetta, schiuma
🧽	assorbenza, pulizia, spugna, spugna porosa
🧯	estintore, fiamme, fuoco, spegnere un incendio
🛒	carrello, carrello della spesa, centro commerciale, fare la spesa, supermercato
🚬	area fumatori, fumo, sigaretta
⚰️	bara, funerale, morte, sepoltura
⚱️	ceneri, funerale, morte, sepoltura, urna cineraria, urna funeraria
🗿	Moai, Moyai, statua dell’Isola di Pasqua
🏧	ATM, bancomat, simbolo dello sportello bancomat
🚮	raccolta rifiuti, simbolo, simbolo per la raccolta dei rifiuti, simbolo raccolta rifiuti
🚰	acqua, acqua potabile, potabile, simbolo
♿️	accesso, accesso sedia a rotelle, sedia a rotelle, simbolo, simbolo della disabilità, simbolo sedia a rotelle
🚹️	Uomini, bagno uomini, simbolo, simbolo bagno uomini, simbolo del bagno degli uomini
🚺️	Donne, bagno donne, simbolo, simbolo bagno donne, simbolo del bagno delle donne
🚻	bagni, simbolo, simbolo dei servizi igienici, wc
🚼️	bambino a bordo, cartello neonato, fasciatoio, simbolo con immagine di bambino, simbolo neonato
🚾	WC, bagno, gabinetto, simbolo del WC
🛂	controllo, dogana, passaporti, simbolo del controllo passaporti
🛃	confine di Stato, controllo doganale, dogana, frontiera, simbolo della dogana
🛄	bagagli, ritiro, simbolo del ritiro bagagli
🛅	bagagli, deposito bagagli, servizio bagagli, simbolo del deposito bagagli
⚠️	attenzione, pericolo, simbolo di avviso
🚸	attraversamento, attraversamento bambini, attraversamento pedonale, pedoni
⛔️	accesso, divieto, divieto di accesso, segnale di divieto di accesso, simbolo
🚫	divieto, segnale di divieto, simbolo, simbolo di divieto
🚳	bicicletta, divieto transito biciclette, segnale di divieto di transito delle biciclette
🚭️	segnale di vietato fumare, simbolo, simbolo vietato fumare, vietato fumare
🚯	simbolo, simbolo del divieto di gettare rifiuti, simbolo vietato gettare rifiuti, vietato gettare rifiuti
🚱	acqua, acqua non potabile, non potabile, simbolo, simbolo acqua non potabile, simbolo di acqua non potabile
🚷	divieto transito pedoni, pedone, simbolo, simbolo del divieto di transito pedoni
📵	cellulare vietato, cellulari vietati, niente cellulare, niente cellulari, simbolo che vieta l’utilizzo dei telefoni cellulari
🔞	divieto ai minori, simbolo di divieto ai minorenni, vietato ai minori, vietato ai minori di anni 18
☢️	radioattività, radioattivo, rifiuti tossici, scorie, simbolo della radioattività
☣️	biorischio, pericolo, rischio biologico, simbolo del rischio biologico, sostanze pericolose
⬆️	direzione, freccia, freccia in alto, freccia rivolta verso l’alto, nord, punto cardinale
↗️	direzione, freccia, freccia in alto a destra, freccia rivolta verso destra che punta in alto, nord-est, punto intercardinale
➡️	direzione, est, freccia, freccia a destra, freccia rivolta verso destra, punto cardinale
↘️	direzione, freccia, freccia in basso a destra, punto intercardinale, sud-est
⬇️	direzione, freccia, freccia in basso, freccia rivolta verso il basso, punto cardinale, sud
↙️	direzione, freccia, freccia in basso a sinistra, punto intercardinale, sud-ovest
⬅️	direzione, freccia, freccia a sinistra, freccia rivolta a sinistra, ovest, punto cardinale
↖️	direzione, freccia, freccia in alto a sinistra, nord-ovest, punto intercardinale
↕️	altezza, doppia direzione, freccia, freccia su-giù
↔️	destra, doppia direzione, freccia, freccia sinistra-destra, larghezza
↩️	curva, freccia, freccia curva a sinistra, verso sinistra
↪️	curva, freccia, freccia curva a destra, verso destra
⤴️	curva, freccia, freccia curva in alto, verso l’alto
⤵️	curva, freccia, freccia curva in basso, verso il basso
🔃	frecce, frecce a cerchio verticali, frecce verticali che ruotano in senso orario, frecce verticali senso orario, ricarica, simbolo ricarica
🔄	antiorario, frecce, frecce a cerchio aperto, frecce senso antiorario, pulsante con frecce che ruotano in senso antiorario
🔙	freccia, freccia BACK, freccia verso sinistra, indietro, indietro con freccia verso sinistra
🔚	end con freccia verso sinistra, fine, freccia, freccia END, freccia end, freccia verso sinistra
🔛	ON con freccia e punto esclamativo, freccia, freccia ON, punto esclamativo
🔜	freccia, freccia SOON, presto, simbolo soon, soon con freccia verso destra
🔝	Top con freccia verso l’alto, alto, freccia TOP, freccia verso l’alto, simbolo Top
🛐	luogo di culto, luogo di preghiera, luogo sacro, pregare, preghiera
⚛️	ateismo, atomo, simbolo dell’atomo
🕉️	Om, induismo, mantra, religione induista
✡️	David, Ebraismo, ebreo, simbolo ebraico, stella di David
☸️	Buddhismo, Dharmacakra, religione buddhista, ruota a otto raggi, ruota del Dharma
☯️	Confucianesimo, Taoismo, Yin e Yang, simbolo
✝️	Cristianesimo, croce, croce latina, religione
☦️	Cristianesimo, croce, croce ortodossa, ortodossi, religione
☪️	Islamismo, mezzaluna, mezzaluna e stella, religione, stella
☮️	Pace e amore, Peace and Love, pace, simbolo della pace
🕎	Ebraismo, Menorah, candelabro, sette bracci
🔯	chiromanzia, futuro, sei punte, stella, stella a sei punte
♈️	Ariete, Segno zodiacale dell’Ariete, zodiaco
♉️	Segno zodiacale del Toro, Toro, zodiaco
♊️	Gemelli, Segno zodiacale dei Gemelli, zodiaco
♋️	Cancro, Segno zodiacale del Cancro, zodiaco
♌️	Leone, Segno zodiacale del Leone, zodiaco
♍️	Segno zodiacale della Vergine, Vergine, zodiaco
♎️	Bilancia, Segno zodiacale della Bilancia, zodiaco
♏️	Scorpione, Segno zodiacale dello Scorpione, zodiaco
♐️	Sagittario, Segno zodiacale del Saggitario, zodiaco
♑️	Capricorno, Segno zodiacale del Capricorno, zodiaco
♒️	Acquario, Segno zodiacale dell’Acquario, zodiaco
♓️	Pesci, Segno zodiacale dei Pesci, zodiaco
⛎	Ofiuco, Segno zodiacale dell’Ofiuco, zodiaco
🔀	frecce, frecce incrociate, frecce incrociate verso destra, pulsante di riproduzione casuale
🔁	frecce, frecce a cerchio, frecce senso orario, pulsante di ripetizione della riproduzione, senso orario
🔂	frecce, frecce a cerchio numero 1, frecce senso orario, frecce senso orario numero 1, pulsante di ripetizione della riproduzione di una traccia, senso orario
▶	freccia, play, pulsante di riproduzione, pulsante play, riproduzione, triangolo
⏩	avanzamento rapido, destra, doppia freccia a destra, freccia, pulsante di avanzamento rapido
⏭	freccia, prossima traccia, pulsante, traccia successiva
⏯	destra, freccia, play e pausa, play o pausa, pulsante riproduci/pausa, triangolo
◀	pulsante, pulsante di riavvolgimento, pulsante riavvolgimento, sinistra, triangolo
⏪	doppia freccia a sinistra, freccia, pulsante di riavvolgimento rapido, riavvolgimento rapido, sinistra
⏮	freccia, pulsante, pulsante traccia precedente, traccia precedente
🔼	alto, pulsante, pulsante a triangolo rivolto verso l’alto, triangolo
⏫	alto, doppia freccia in alto, freccia, pulsante doppia freccia in alto
🔽	basso, pulsante, pulsante a triangolo rivolto verso il basso, triangolo
⏬	basso, doppia freccia in basso, freccia
⏸️	mettere in pausa, pausa, pulsante, pulsante pausa
⏹️	pulsante, pulsante stop, quadrato, stop
⏺️	cerchio, pulsante, pulsante di registrazione, registrazione
⏏️	espulsione, pulsante, pulsante di espulsione
🎦	cinema, film, intrattenimento, simbolo del cinema, simbolo film
🔅	bassa, luminosità, luminosità bassa, simbolo luminosità, tenue
🔆	alta luminosità, luminosità, luminosità elevata, luminoso, simbolo alta luminosità
📶	antenna, antenna con tacche intensità segnale, cellulare, segnale, segnale cellulare, telefono
📳	cellulare, modalità vibrazione, telefono modalità
📴	cellulare, cellulare spento, spento, telefono
♀️	donna, femmina, simbolo di femmina, simbolo genere femminile
♂️	maschio, simbolo di maschio, simbolo genere maschile, uomo
⚕️	bastone di esculapio, medicina, simbolo della medicina
♾️	eternità, illimitato, per sempre, simbolo dell’infinito, universale
♻️	raccolta differenziata, riciclaggio, riciclare, riciclo, simbolo, simbolo del riciclaggio
⚜	fiore, giglio, giglio araldico, simbolo, stemma
🔱	ancora, simbolo tridente, tridente
📛	nome, tesserino, tesserino per nome
🔰	etichetta gialla e verde principiante, ideogramma giapponese di “Principiante”, principiante, simbolo principiante Giappone
⭕️	cerchio, gioco, pallino, tris
✅	baffo, segno di spunta, segno di spunta grande
☑️	grigio, riquadro, riquadro con spunta, spunta
✔️	nero, segno di spunta nero, spunta
✖️	X, cancellare, moltiplicazione, segno moltiplicazione, segno per
❌	X, croce
❎	X con quadrato, croce con quadrato
➕	addizione, più, simbolo dell’addizione
➖	meno, simbolo della sottrazione, sottrazione
➗	divisione, diviso, simbolo della divisione
➰	cerchio, occhiello
➿	doppio, doppio occhiello, occhiello
〽️	canzone, divisione spartito, parti musicali, segno, simbolo di alternanza delle parti, suddivisione parti
✳️	asterisco, otto punte, sfondo verde
✴️	asterisco, stella stilizzata
❇️	scintilla, scintilla stilizzata, sfondo verde
‼️	doppio punto esclamativo, esclamazione, punteggiatura, punto esclamativo
⁉️	punteggiatura, punto esclamativo, punto esclamativo e interrogativo, punto interrogativo
❓️	domanda, punto di domanda pieno, punto interrogativo rosso
❔	domanda, punto di domanda vuoto, punto interrogativo bianco
❕	esclamazione, punto esclamativo bianco, punto esclamativo vuoto
❗️	esclamazione, punteggiatura, punto esclamativo, punto esclamativo pieno, punto esclamativo rosso
〰️	ondulato, trattino, trattino ondulato
©️	copyright
®️	marchio registrato, marchio registrato cerchiato
™️	TM, marchio, marchio commerciale, marchio di fabbrica, marchio registrato, trademark
#⃣	tasto, tasto: #
*⃣	tasto, tasto: *
0⃣	tasto, tasto: 0
1⃣	tasto, tasto: 1
2⃣	tasto, tasto: 2
3⃣	tasto, tasto: 3
4⃣	tasto, tasto: 4
5⃣	tasto, tasto: 5
6⃣	tasto, tasto: 6
7⃣	tasto, tasto: 7
8⃣	tasto, tasto: 8
9⃣	tasto, tasto: 9
🔟	tasto, tasto: 10
🔠	caratteri latini, inserire, lettere, maiuscole, pulsante con lettere latine maiuscole
🔡	caratteri latini, inserire, lettere, minuscole, pulsante con lettere latine minuscole
🔢	inserire, numeri, pulsante con numeri, tastierino numerico
🔣	inserire, pulsante con simboli, simboli, tastierino simboli
🔤	ABC, alfabeto, caratteri alfabetici, inglese, inserire, pulsante con lettere latine
🅰️	gruppo A, gruppo sanguigno A
🆎	gruppo AB, gruppo sanguigno AB
🅱️	gruppo B, gruppo sanguigno B
🆑	pulsante CL, simbolo CL
🆒	pulsante COOL, simbolo Cool
🆓	gratis, pulsante FREE, simbolo Free, simbolo gratis
ℹ️	i, informazioni, punto informazioni
🆔	identità, pulsante ID, simbolo ID
Ⓜ️	M azzurra, metro, pulsante M cerchiata, simbolo M
🆕	pulsante NEW, simbolo New
🆖	pulsante NG, simbolo NG
🅾️	gruppo 0, gruppo sanguigno 0
🆗	pulsante OK, simbolo OK
🅿️	area di parcheggio, pulsante P
🆘	SOS, Segnale di SOS, pulsante SOS, simbolo di SOS, soccorsi, soccorso
🆙	pulsante UP!, simbolo UP!
🆚	pulsante VS, simbolo contro, versus, vs
🈁	ideogramma giapponese per “Qui”, ideogramma katakana qui, katakana, parola, qui, tabelloni
🈂️	ideogramma giapponese di “Costo del servizio”, ideogramma katakana sa, katakana, parola, sa
🈷	giapponese, ideogramma, ideogramma giapponese di “Importo mensile”, luna
🈶	esistere, giapponese, ideogramma, ideogramma giapponese di “A pagamento”
🈯	giapponese, ideogramma, ideogramma giapponese di “Riservato”, riservato
🉐	giapponese, ideogramma, ideogramma giapponese di “Occasione”, vantaggio
🈹	giapponese, ideogramma, ideogramma giapponese di “Sconto”, prezzo scontato, sconto
🈚	giapponese, gratis, ideogramma, ideogramma giapponese di “Gratis”
🈲	giapponese, ideogramma, ideogramma giapponese di “Proibito”, proibito
🉑	accettabile, giapponese, ideogramma, ideogramma giapponese di “Accettabile”
🈸	candidarsi, giapponese, ideogramma, ideogramma giapponese di “Candidatura”
🈴	giapponese, ideogramma, ideogramma giapponese di “Voto di sufficienza”, sufficienza
🈳	disponibilità, giapponese, ideogramma, ideogramma giapponese di “Posto libero”, libero, posto libero
㊗️	congratulazioni, giapponese, ideogramma, ideogramma giapponese di “Congratulazioni”
㊙️	giapponese, ideogramma, ideogramma giapponese di “Segreto”, segreto
🈺	aperto, aperto al pubblico, aperto per affari, giapponese, ideogramma, ideogramma giapponese di “Aperto al pubblico”
🈵	giapponese, ideogramma, ideogramma giapponese di “Nessun posto libero”, nessun posto libero, pieno
🔴	cerchio, cerchio rosso, geometria, rosso
🟠	cerchio, cerchio arancio, cerchio arancione
🟡	cerchio, cerchio di colore giallo, cerchio giallo
🟢	cerchio, cerchio di colore verde, cerchio verde
🔵	blu, cerchio, cerchio blu, geometria
🟣	cerchio, cerchio di colore viola, cerchio viola
🟤	cerchio di colore marrone, cerchio marron, cerchio marrone, marrone
⚫️	cerchio, cerchio nero, geometria, nero
⚪️	bianco, cerchio, cerchio bianco, geometria
🟥	quadrato, quadrato di colore rosso, quadrato rosso, rosso
🟧	arancione, quadrato, quadrato arancione, quadrato di colore arancione
🟨	giallo, quadrato, quadrato di colore giallo, quadrato giallo
🟩	quadrato, quadrato di colore verde, quadrato verde, verde
🟦	blu, quadrato, quadrato blu, quadrato di colore blu
🟪	quadrato, quadrato di colore viola, quadrato viola, viola
🟫	quadrato, quadrato di colore marrone, quadrato marron, quadrato marrone
⬛️	geometria, quadrato, quadrato nero grande
⬜️	geometria, quadrato, quadrato bianco grande
◼️	geometria, quadrato, quadrato nero medio
◻️	geometria, quadrato, quadrato bianco medio
◾️	geometria, quadrato, quadrato nero medio-piccolo
◽️	geometria, quadrato, quadrato bianco medio-piccolo
▪️	geometria, quadrato, quadrato nero piccolo
▫️	geometria, quadrato, quadrato bianco piccolo
🔶	arancione, grande, rombo, rombo arancione grande
🔷	blu, grande, rombo, rombo blu grande
🔸	arancione, piccolo, rombo, rombo arancione piccolo
🔹	blu, piccolo, rombo, rombo blu piccolo
🔺	alto, rosso, triangolo, triangolo rosso con punta verso l’alto, triangolo rosso punta in alto
🔻	basso, rosso, triangolo, triangolo rosso con punta verso il basso, triangolo rosso punta in basso
💠	carino, diamante, emozione, fiore, forma di diamante, petalo di fiore
🔘	opzione, pulsante, pulsante rotondo
🔳	contorno, pulsante, pulsante quadrato con contorno, tasto quadrato nero con bordo bianco
🔲	pulsante, pulsante quadrato pieno, quadrato, tasto quadrato bianco con bordo nero
🏁	bandiera a scacchi, podio
🚩	bandierina rossa, bandierina rossa triangolare
🎌	bandiere del Giappone incrociate
🏴	bandiera che sventola, bandiera nera
🏳️	arrendersi, bandiera bianca, bandiera che sventola, sventolare bandiera bianca
🏳‍🌈	Pride, bandiera arcobaleno
🏴‍☠	bandiera dei pirati, corsari, corsaro, pirata, pirati
🇦🇨	bandiera, bandiera: Isola Ascensione
🇦🇩	bandiera, bandiera: Andorra
🇦🇪	bandiera, bandiera: Emirati Arabi Uniti
🇦🇫	bandiera, bandiera: Afghanistan
🇦🇬	bandiera, bandiera: Antigua e Barbuda
🇦🇮	bandiera, bandiera: Anguilla
🇦🇱	bandiera, bandiera: Albania
🇦🇲	bandiera, bandiera: Armenia
🇦🇴	bandiera, bandiera: Angola
🇦🇶	bandiera, bandiera: Antartide
🇦🇷	bandiera, bandiera: Argentina
